http://www.darbasuzsienyje.org/,Sorces ,Original (translated) 
,http://www.darbasuzsienyje.org/darbas-didziojoje-britanijoje/anglija-darbas-prie-baldu-perkraustymo-londone-15863,"Nature of work
EMPLOYMENT GUARANTEED !! We are one of the oldest employment agencies in Lithuania and we constantly offer permanent, legal and well-paid jobs in factories, warehouses, workshops, printing houses and hotels in England.
WE ARE URGENTLY OFFERING PERMANENT, LEGAL AND WELL PAYING JOBS IN LONDON;

* Moving office and individual home furniture (work for a furniture moving company in London).
- Hourly payment of work;
- Up to 60 working hours per week !!
- Salary paid on time (weekly) !!
- Salary avg. £300-£500 per week / £8.72 - £12 per hour;
- All social guarantees !!
- Work for men;
- Knowledge of English is not necessary !!
- Long-term work !!
- No experience required!
- Good living conditions!
- We take you, meet you, accommodate you and organize the necessary documents.
- We have 4 seats!! Departures on January 29, February

YOU CAN FIND MORE JOB OFFERS on our website WWW.DIRBKUZSIENYJE.LT, by calling or visiting our company headquarters (FREE consultation).

www.dirbkuzsienyje.lt
Phone: +370 683 26708; +370 683 26709
email mail: info@dirbkuzsienyje.lt
https://www.instagram.com/dirbkuzsienyje/
https://www.youtube.com/channel/UC_zuEBWrqK7EXIjUMIHC0vg/videos

--- Tax refund for those who worked abroad (England, USA, Norway, Ireland, Holland, Germany, Australia, Canada) !! ---
Additional information
GUARANTEED EMPLOYMENT !! We are the oldest operating recruitment agency in Lithuania - the company has been working for 10 years !!
We offer you well-paid jobs in warehouses, factories and workshops in England.
www.dirbkuzsienyje.lt
Requirements
diligence, honesty, responsibility, motivation for work.
Reward
2200"
,http://www.darbasuzsienyje.org/darbas-didziojoje-britanijoje/anglija-legalus-ir-nuolatiniai-darbai-sandeliuose-fabrikuose-15860,"Nature of work
EMPLOYMENT GUARANTEED !! We are one of the oldest employment agencies in Lithuania and we constantly offer permanent, legal and well-paid jobs in factories, warehouses, workshops, printing houses and hotels
in England.
WE ARE URGENTLY OFFERING PERMANENT, LEGAL AND WELL PAYING JOBS IN LONDON AND MIDDLE ENGLAND;

* Work in metal and secondary raw material sorting factories; - (production, cleaning of metal caps, boxes; sorting of plastic, paper, plastic at the conveyor);
- Hourly payment of work;
- Up to 60 working hours per week !!
- Salary paid on time (weekly) !!
- Salary avg. £300-£500 per week / £8.72 - £12 per hour;
- All social guarantees !!
- Work for men and women;
- Knowledge of English is not necessary !!
- Long-term work !!
- No experience required!
- Good living conditions!
- We take you, meet you, accommodate you and organize the necessary documents.
- We have 4 seats!! Departures on January 29, February

YOU CAN FIND MORE JOB OFFERS on our website WWW.DIRBKUZSIENYJE.LT, by calling or visiting our company headquarters (FREE consultation).

www.dirbkuzsienyje.lt
Phone: +370 683 26708; +370 683 26709
email mail: info@dirbkuzsienyje.lt
https://www.instagram.com/dirbkuzsienyje/
https://www.youtube.com/channel/UC_zuEBWrqK7EXIjUMIHC0vg/videos

--- Tax refund for those who worked abroad (England, USA, Norway, Ireland, Holland, Germany, Australia, Canada) !! ---
Additional information
GUARANTEED EMPLOYMENT !! We are the oldest operating recruitment agency in Lithuania - the company has been working for 10 years !!
We offer you well-paid jobs in warehouses, factories and workshops in England.
www.dirbkuzsienyje.lt
Requirements
diligence, honesty, responsibility, motivation
Reward
2200"
,http://www.darbasuzsienyje.org/darbas-didziojoje-britanijoje/anglija-darbas-vaisiu-darzoviu-ir-geliu-pakavimo-sandeliuose-15861,"Nature of work
ATTENTION, in our contract we undertake to EMPLOY - our contracts are not consultative! Employment GUARANTEED !!

WE ARE URGENTLY OFFERING PERMANENT, LEGAL AND WELL-PAID JOBS in warehouses, factories in ENGLAND;
(IMPORTANT - the work takes place all year round, so that people are invited to go for both permanent and seasonal work) !!

- We will employ you in the following positions in England:

* WORKS IN TOMATO, GRAPE PACKAGING WAREHOUSES;
(9 people required) - departures on January 29, February

* WORKS IN SALAD MAKING AND CUTTING FACTORIES;
(we have 5 places) - departures departures January 29, February

* WORKS ON CABBAGE PACKAGING;
(currently we have 6 seats) - departures on January 29, February

* SPROUTING OF SPROUTS, PLANTS (""planting"") IN WAREHOUSES;
(we have 6 seats) - departures on January 29, February

* PACKING OF FLOWERS, BOUQUETS, POTTED FLOWERS (marking of pots, planting flowers, packing) IN WAREHOUSES;
(currently we have 6 seats) - departures on January 29, February

* PACKAGING AND SORTING OF CARROTS, ONIONS, POTATOES IN FACTORIES;
(8 people required) - departures on January 29, February

- English is not necessary (depending on the situation) !!
- Salary avg. £300-£500 per week / £8.72 - £12 per hour !!
- Salary paid on time (weekly) !!
- Overtime;
- All social guarantees !!
- Good living conditions with all amenities (houses, cottages)!
- Job GUARANTEED immediately (guaranteed departure within a week) !!
- No experience required!
- Minimum selection requirements (age 18 to 65) !
- The best conditions!!
- There are no CV translation or REGISTRATION fees - all consultations are FREE !!
- We take you, meet you, accommodate you and organize the necessary documents;

ATTENTION - we are working throughout 2021 (departures every week) !!

YOU CAN FIND MORE JOB OFFERS on our website www.dirbkuzsienyje.lt, by calling or visiting our company headquarters.

www.dirbkuzsienyje.lt
Phone: +370 683 26708; +370 683 26709
email mail: info@dirbkuzsienyje.lt
https://www.instagram.com/dirbkuzsienyje/
https://www.youtube.com/channel/UC_zuEBWrqK7EXIjUMIHC0vg/videos

- We are one of the oldest and most successful recruitment agencies in Lithuania and we will hire you for permanent, legal and well-paid jobs in factories, warehouses, workshops and agriculture in England. -

--- Tax refund for those who worked abroad (England, USA, Norway, Ireland, Holland, Germany, Australia, Canada) !! ---
Additional information
GUARANTEED EMPLOYMENT !! We are the oldest operating recruitment agency in Lithuania - the company has been working for 10 years !!
We offer you well-paid jobs in warehouses, factories and workshops in England.
www.dirbkuzsienyje.lt
Requirements
diligence, honesty, responsibility, motivation for work.
Reward
2200"
,http://www.darbasuzsienyje.org/darbas-nyderlanduose/olandija-darbas-logistikos-ir-pakavimo-sandeliuose-1aa1b,"Nature of work
GUARANTEED EMPLOYMENT! FREE recruitment! Dutch contract!
We have been working for 14 years!

Profitable and direct job offers in the NETHERLANDS!

We work for our clients in such companies as Syncreon, Ceva, Fust, Kwantum, Leen Bakker, Spotta, PostNL, Edeka, Simon Loos, Deen Supermarkets, Barts "", Hema, IDL, Welkoop, Ingram, Van Loon and others.

Collecting and completing orders, marking goods, quality control, packing, loading and other simple tasks (for men, women and couples):

- In logistics warehouses,
- In clothes warehouses (new and branded clothes),
- In the printing house,
- at the post office,
- For truck drivers,
- In electronics warehouses,
- In consignment warehouses,
- Household items in warehouses,
- In warehouses of trade networks,
- When unloading containers,

* Salary in the Netherlands avg. 1600-2200 EUR per month. / 13.27 - 19.90 Eur per hour + overtime, + holidays
* Knowledge of English would be an advantage (there are projects without English - the employer can pay for English courses),
* No experience required - we train
* We organize a trip to the place and meet,
* We accommodate (good living conditions),
* We arrange all the necessary documents,
* DIRECT work (not during business trips - Dutch contract),
* Full health insurance and social insurance. guarantees (Dutch).

WE ARE EMPLOYING ALL IN 2024. - departures from Lithuania almost every week!

www.dirbkuzsienyje.lt
Phone: +370 683 26708 +370 683 26709
email mail: info@dirbkuzsienyje.lt
https://www.instagram.com/dirbkuzsienyje/
https://www.youtube.com/channel/UC_zuEBWrqK7EXIjUMIHC0vg/videos

- Tax refund for those who worked abroad (England, USA, Norway, Ireland, Holland, Germany, Australia, Canada) ! -
Additional information
GUARANTEED EMPLOYMENT !! We are one of the oldest operating recruitment agencies in Lithuania - the company has been working for 14 years !!
We offer you well-paid warehouse jobs in Holland.
www.dirbkuzsienyje.lt
Requirements
Diligence, honesty, responsibility, motivation for work.
Reward
2000"
,http://www.darbasuzsienyje.org/darbas-nyderlanduose/olandija-darbas-sandeliuose-prie-namu-apyvokos-daiktu-17e2f,"Nature of work
EMPLOYMENT GUARANTEED !! We are one of the oldest employment agencies in Lithuania and we constantly offer permanent, legal and well-paid jobs in warehouses, factories, workshops and construction sites in Holland.
WE ARE URGENTLY OFFERING PERMANENT, LEGAL AND WELL-PAYING JOBS;

* Work in warehouses of household items - ""HEMA"", Kwantum, Leen Bakker"" (packaging goods, sticking labels, ""order picker"" positions, loading):
- Salary avg. 1600-2100 EUR/month;
- 40-60 working hours per week;
- Salary avg. 13.68 - 19.90 EUR per hour / overtime / holidays;
- Salary paid on time !!
- All social guarantees !!
- Work for men and women;
- Proficiency in English is an advantage (for those who do not know the language, employers compensate for English language courses) !
- No experience required!
- Good living conditions!
- We take you, meet you, accommodate you and organize the necessary documents.
We have 10 seats!! Departures throughout the year (almost every week) !!

YOU CAN FIND MORE JOB OFFERS on our website WWW.DIRBKUZSIENYJE.LT, by calling or visiting our company headquarters (FREE consultation).

www.dirbkuzsienyje.lt
Phone: +370 683 26708; +370 683 26709
email mail: info@dirbkuzsienyje.lt
https://www.instagram.com/dirbkuzsienyje/
https://www.youtube.com/watch?v=XJnMdPmU-Kc&list=UU_zuEBWrqK7EXIjUMIHC0vg&index=1

--- Tax refund for those who worked abroad (England, USA, Norway, Ireland, Holland, Germany, Australia, Canada) !!
Additional information
GUARANTEED EMPLOYMENT !! We are one of the oldest recruitment agencies in Lithuania - the company has been working for 15 years !!
We offer you well-paid warehouse jobs in Holland.
www.dirbkuzsienyje.lt
Requirements
Diligence, honesty, responsibility, motivation for work.
Reward
2000"
,http://www.darbasuzsienyje.org/darbas-vokietijoje/vokietija-darbas-sandeliuose-fabrikuose-vokiskas-kontraktas-18a4c,"Nature of work
EMPLOYMENT GUARANTEED! GERMAN AGREEMENT AND GERMAN SOCIAL GUARANTEES!

- We are one of the oldest recruitment and personnel selection agencies in Lithuania!
- We constantly offer permanent, legal and well-paid jobs in warehouses, factories, workshops in Germany.

Profitable and direct job offers in GERMANY!

We work for our clients in such companies as ""Zalando"", ""Zeitfracht"", ""Ahlers"", ""Thoks"", ""Grabowers"", ""Sauels"", ""Hermes"" and others (such as brands ""Puma"", ""Marc OPolo"" and others) .

Collecting and completing orders, marking goods, packing, loading, delivering parcels and other simple jobs (for men, women and couples):

- In logistics warehouses,
- In clothes warehouses (new and branded clothes),
- In chocolate and confectionery packaging factories,
- Magazines and books in stock,
- In companies producing cookies and waffles,
- In courier companies.


* Salary in Germany avg. 1600-2500 EUR per month. / 13.00 - 15.00 Eur per hour,
* Knowledge of a foreign language is not necessary (knowledge of Russian is an advantage),
* Work for women, couples, men
* No experience required - we train
* We take you to the place and meet you,
* We accommodate (good living conditions),
* We arrange all the necessary documents,
* DIRECT work (not during business trips - German contract),
* Full health insurance and social insurance. guarantees (German).

WE ARE EMPLOYING ALL IN 2024. - departures from Lithuania almost every week!

www.dirbkuzsienyje.lt
Phone: +370 683 26708 +370 683 26709
email mail: info@dirbkuzsienyje.lt
https://www.instagram.com/dirbkuzsienyje/
https://www.youtube.com/channel/UC_zuEBWrqK7EXIjUMIHC0vg/videos

- Tax refund for those who worked abroad (England, USA, Norway, Ireland, Holland, Germany, Australia, Canada) ! -
Additional information
GUARANTEED EMPLOYMENT !! We are one of the oldest operating recruitment agencies in Lithuania - the company has been working for 14 years !!
We offer you well-paid jobs in warehouses in Germany.
www.dirbkuzsienyje.lt
Requirements
Diligence, honesty, responsibility, motivation for work.
Reward
1800"
,http://www.darbasuzsienyje.org/darbas-didziojoje-britanijoje/anglija-darbas-popieriaus-fabrikuose-spaustuvese-paste-1585d,"Nature of work
EMPLOYMENT GUARANTEED !! We are one of the oldest employment agencies in Lithuania and we constantly offer permanent, legal and well-paid jobs in factories, warehouses, workshops, printing houses and hotels in England.
WE ARE URGENTLY OFFERING PERMANENT, LEGAL AND WELL PAYING JOBS IN LONDON;

* Paper factories (printing houses); mail (UK Mail, Augustus Martin and others) - (sorting, packing, folding, preparing for sending advertising material, cutting posters, paper, sorting letters, postal parcels).
- Hourly payment of work;
- Up to 60 working hours per week;
- Salary 8.72 - 11 GBP (pounds) per hour;
- Salary paid on time (weekly) !!
- All social guarantees !!
- Work for men and women;
- English language basics would be an advantage;
- No experience required!
- Good living conditions!
- We take you, meet you, accommodate you and organize the necessary documents.
We have 6 seats!! Departures in April, May.

YOU CAN FIND MORE JOB OFFERS on our website WWW.DIRBKUZSIENYJE.LT, by calling or visiting our company headquarters (FREE consultation).

www.dirbkuzsienyje.lt
Phone: +370 683 26708; +370 683 26709
email mail: info@dirbkuzsienyje.lt
https://www.instagram.com/dirbkuzsienyje/
https://www.youtube.com/channel/UC_zuEBWrqK7EXIjUMIHC0vg/videos

--- Tax refund for those who worked abroad (England, USA, Norway, Ireland, Holland, Germany, Australia, Canada) !! ---
Additional information
GUARANTEED EMPLOYMENT !! We are the oldest operating recruitment agency in Lithuania - the company has been working for 10 years !!
We offer you well-paid jobs in warehouses, factories and workshops in England.
www.dirbkuzsienyje.lt
Requirements
diligence, honesty, responsibility.
Reward
2200"
,,"Nature of work
EMPLOYMENT GUARANTEED !! We are one of the oldest employment agencies in Lithuania and we constantly offer permanent, legal and well-paid jobs in factories, warehouses, workshops, printing houses and hotels in England.
WE ARE URGENTLY OFFERING PERMANENT, LEGAL AND WELL PAYING JOBS IN LONDON;

* Work in logistics (""WHISTL"", ""SAINSBURY'S"", ""TESCO and others"") warehouses (packing, loading of toys, food products, clothes, ""order picker"" positions):
- Hourly payment of work;
- Up to 60 working hours per week;
- Salary avg. £300-£500 per week / £8.91 - £12 per hour;
- Salary paid on time (weekly) !!
- All social guarantees !!
- Work for men and women;
- Knowledge of English is not necessary!
- No experience required!
- Good living conditions!
- We take you, meet you, accommodate you and organize the necessary documents.
We have 8 seats available !! Departures in April, May.

YOU CAN FIND MORE JOB OFFERS on our website WWW.DIRBKUZSIENYJE.LT, by calling or visiting our company headquarters (FREE consultation).

www.dirbkuzsienyje.lt
Phone: +370 683 26708; +370 683 26709
email mail: info@dirbkuzsienyje.lt
https://www.instagram.com/dirbkuzsienyje/
https://www.youtube.com/channel/UC_zuEBWrqK7EXIjUMIHC0vg/videos

--- Tax refund for those who worked abroad (England, USA, Norway, Ireland, Holland, Germany, Australia, Canada) !! ---
Additional information
GUARANTEED EMPLOYMENT !! We are the oldest operating recruitment agency in Lithuania - the company has been working for 10 years !!
We offer you well-paid jobs in warehouses, factories and workshops in England.
www.dirbkuzsienyje.lt
Requirements
diligence, honesty, responsibility, motivation for work.
Reward
2200"
,http://www.darbasuzsienyje.org/darbas-didziojoje-britanijoje/darbas-anglijoje-darbas-anglijoje-darbas-anglijoje-1585b,"Nature of work
We are the OLDEST operating recruitment agency in Lithuania and offer well-paid, permanent and legal jobs in England in warehouses, factories, hotels (Amazon, Sainsbury's, Moss Bros, Blue Inc, UK Mail, Augustus Martin, Moy Park, Asda, ibis, Tulip and others):

- In printing houses (paper factories), post offices;
- In clothes warehouses (new and branded clothes);
- For drivers, couriers (""Amazon"" - parcel delivery);
- In electronics warehouses (""order picking"")
- Logistics of food products in packaging warehouses;
- In chocolate and confectionery packaging factories;
- Metal factory;
- Secondary raw materials sorting factories;
- Semi-finished, ready-to-eat products in packaging factories;
- In vegetable and fruit packing warehouses;
- In construction;
- In hotels, restaurants, cafes, banquet services;
- In car repair shops (blacksmiths, mechanics, painters);
- Moving furniture.

--- Salary avg. £300-600 per week;
--- English is not necessary (depending on the job position).

We take you, accommodate you and arrange the documents.

DEPARTURES in 2021 - we take place every Friday, all year !!

EMPLOYMENT GUARANTEED - we are one of the oldest operating employment agencies in Lithuania and we offer you legal, well-paid and permanent jobs in warehouses, workshops, factories, hotels and the farm sector in England.

www.dirbkuzsienyje.lt
Phone: +370 683 26708; +370 683 26709
email mail: info@dirbkuzsienyje.lt
https://www.instagram.com/dirbkuzsienyje/
https://www.youtube.com/channel/UC_zuEBWrqK7EXIjUMIHC0vg/videos

--- Tax refund for those who worked abroad (England, USA, Norway, Ireland, Holland, Germany, Australia, Canada) !! ---
Additional information
GUARANTEED EMPLOYMENT !! We are the oldest operating recruitment agency in Lithuania - the company has been working for 10 years !!
We offer you well-paid jobs in warehouses, factories and workshops in England.
www.dirbkuzsienyje.lt
Requirements
diligence, honesty, responsibility, motivation for work.
Reward
2400"
,http://www.darbasuzsienyje.org/darbas-nyderlanduose/darbas-drabuziu-sandelyje-1bd2e,"Nature of work
Workers needed in Holland, clothing warehouse. The work in Holland is dynamic - collection of clothes by scanner according to order, packing and sorting work, sticking stickers, filling out documents and maintaining order in the warehouse. Working in a clothing warehouse is suitable for couples, men, women, groups of friends.

Working conditions in the clothing warehouse:
*after going to the Netherlands, you sign an open-ended, Dutch employment contract;
*the employer provides accommodation and transport;
*in larger groups, we offer the opportunity to live in the same house;
*no recruitment or paperwork fees!
Requirements
* it is necessary to know English at B1-B2 level;
* have a personal bank account;
* experience in collecting goods is an advantage.
Reward
In Holland, the salary is 13.68 EUR/hour. Overtime is paid up to one and a half times more"
,http://www.darbasuzsienyje.org/darbas-nyderlanduose/vokietijoje-statybininkams-atnaujinta-2024-07-02-1cd47,"Nature of work
Holland!!! Urgent!!!
We need 2 guys to work in the factory in Nijkert.
Job description: Physical strength and endurance are required, it will be necessary to lift frozen meat blocks (usually 10-15 kg each) and remove them from the boxes (throw the box up on the work table to loosen the ice). There is no unpleasant smell in the warehouse, the temperature is about +5°C.
Salary: starting EUR 13.77 gross / hour, the salary rises to €14.27 after 3 months, and €14.77 after six months.
Salary is paid once a week.
Work in one shift: 6:00-15:00, work 5-6 days a week, overtime possible (then paid at a different rate)
Requirements:
-Lithuanian language is enough, or English A1-basic;
-motivation for work;
Driver's license B is As an advantage, a company car will be given
Without rights, a bicycle or e-bike is provided.
The living area is provided, its price is 125 euros per person for 1 week, it is not necessary to pay immediately, it is deducted from the salary. 1-2 people live in a room in a rented house.
Dutch long-term employment contract
Send your short CV, preferably in English immediately, but it is also possible in Lithuanian.
Selection for the Dutch company is carried out by:
UAB Euro direction
Aušros al. 68-306 room, Šiauliai
mobile phone: +370 699 89947 - daily 8:00 a.m. - 8:00 p.m.
E-mail: eurokryptis@splius.lt
Email: info@eurokryptis.lt
www.eurokryptis.lt
Requirements
is
Reward
is"
,http://www.darbasuzsienyje.org/darbas-nyderlanduose/suvirintojai-tig;mig-mag-prie-vejo-jegainiu-virinimo-cnc-operatoriai-sunkvezimiu-mechanikai-olandijoje-1cd48,"Nature of work
Holland!!! Technical workers needed for work in Holland!!! in 2024 Right now!!!

TIG;MIG/MAG welders,CNC press operators,CNC millers,turners;equipment assembly/installation workers,truck mechanics needed for work in Holland
A company based in the Netherlands (Holland) that specializes in the production of steel foundations for the offshore wind power industry (weighs 2000 tons). The company plays an important role in the development of wind energy projects.
They manufacture monopoles and transition elements, essential components of offshore wind turbines. They have advanced manufacturing facilities and have accumulated experience in providing high quality and customized foundation solutions.
Job description:
TIG or MIG/MAG welding of various metal constructions from black metal and stainless steel in various welding positions, according to the given drawings, reading drawings, etc.
Job requirements:
• Good knowledge of English,
• Be prepared to pass the VCA exam before you start,
• You have a driving license B,
Working conditions:
• Salary for 37.5 hours in the morning shift will be €540-620 net, after all taxes,
• Shift pay: afternoon: 128%, night 135%, Saturday/overtime 175%, Saturday 175%,
sunday 200%,
• Shift time: 3 shifts from 06:00 to 14:00, 14:00 to 22:00 and 22:00 to 06:00.,
• You will stay in a nice family house with a single room - free of charge, paid by the employer,
• When starting work, you will receive special work clothes, work shoes and protective equipment.
Technical vacancies in companies in the Netherlands:
Welders:
-TIG,
-MIG/MAG.
With and without welder's certificates, depending on the workplace (18 different positions for welders), salary 540 - 620 eur/net per week (37 working hours), after all taxes;
- CNC -press operators (press break operators) - 2 places - atl. 520-540 eur net / 37 hours per week;
-CNC operators (CNC machine operators)-2 jobs, salary 540 Eur net/37 hours per week;
- Equipment assembler-1 person,-500-520 eur net/37 hours per week.
Equipment - such as conveyor tables, stainless steel containers, assembly of equipment, etc. Know how to work with electronic tools for grinding, turning, etc. operations.
-truck mechanics-4 places, 500-540 eur net/37 hours per week.

Dutch long-term employment contracts.

Those who wish to apply should send their CV in English to e-mail: eurokryptis@splius.lt
Selection for Dutch companies is carried out by:
UAB Euro direction
Šiauliai, Aušros al. 68-306 room
Mobile phone: +370 699 89947
e-mail: eurokryptis@splius.lt
e-mail: info@eurokryptis.lt
www.eurokryptis.lt
Requirements
is
Reward
is"
,http://www.darbasuzsienyje.org/darbas-nyderlanduose/transporto-operatoriai-suvirintojai-frezuotojai-tekintojai-metalo-valcuotojai-darbui-metalo-gamyklose-olandijoje-jau-dabar-1cd58,"Nature of work
Holland!!! Technical workers needed for work in Holland!!! in 2024 Right now!!!

TIG;MIG/MAG welders,transport operators,CNC press operators,CNC millers,metal rollers,turners;equipment assembly/installation workers,truck mechanics needed for work in Holland
A company based in the Netherlands (Holland) specializing in the production of steel foundations for the offshore wind industry (weighs 2000 tons). The company plays an important role in the development of wind energy projects.
They manufacture monopoles and transition elements, essential components of offshore wind turbines. They have advanced manufacturing facilities and have accumulated experience in providing high quality and customized foundation solutions.
Job description:
TIG or MIG/MAG welding of various metal constructions from black metal and stainless steel in various welding positions, according to the given drawings, reading drawings, etc.
Job requirements:
• Good knowledge of English,
• Be prepared to pass the VCA exam before you start,
• You have a driving license B,
Working conditions:
• Salary for 37.5 hours in the morning shift will be €580-620 net, after all taxes,
• Shift pay: afternoon: 128%, night 135%, Saturday/overtime 175%, Saturday 175%,
sunday 200%,
• Shift time: 3 shifts from 06:00 to 14:00, 14:00 to 22:00 and 22:00 to 06:00.,
• You will stay in a nice family house with a single room - free of charge, paid by the employer,
• When starting work, you will receive special work clothes, work shoes and protective equipment.
Technical vacancies in companies in the Netherlands:
Welders:
-TIG,
-MIG/MAG.
With and without welder's certificates, depending on the workplace (18 different positions for welders), - salary 580 - 620 eur/net per week (37.5 working hours per week), already after all taxes;
- CNC -press operators (press break operators) - 2 places - atl. 520-540 eur net / 37 hours per week;
-CNC operators (CNC machine operators)-2 jobs, salary 540 Eur net/37 hours per week;
- Equipment assembler-1 person,-500-520 eur net/37 hours per week.
Equipment - such as conveyor tables, stainless steel containers, assembly of equipment, etc. Know how to work with electronic tools for grinding, turning, etc. operations.
-truck repair mechanics-4 places, 540 eur net/37 hours per week.
-bus repair mechanic-1 place, 540 EUR net/ 37 hours per week.

Dutch long-term employment contracts.

Those who wish to apply should send their CV in English to e-mail: eurokryptis@splius.lt
Selection for Dutch companies is carried out by:
UAB Euro direction
Šiauliai, Aušros al. 68-306 room
Mobile phone: +370 699 89947
e-mail: eurokryptis@splius.lt
e-mail: info@eurokryptis.lt
www.eurokryptis.lt
Requirements
is
Reward"
,http://www.darbasuzsienyje.org/darbas-nyderlanduose/op-suvirintojai-2-darbui-prie-vejo-jegainiu-valcuotu-ziedu-suvirinimo-olandijos-fabrike-jau-dabar-1cdbd,"Nature of work
Holland !!! OP welders(2) needed urgently!!!
Job description:
In the OP welder position, you perform welding joints using (semi-)automatic welding machines that comply with the relevant welding regulations.
Foundation piles are being made for wind farms in the North Sea. The piles consist of rolled rings that are fully automatically welded by OP welding. The welder is trained for several weeks inside the SIF to eventually be able to work independently with these specific OP welding machines.
The cleanliness and order of the workplace is part of it. You will work in a team with employees of various nationalities. Therefore, it is important to speak Dutch or English well. .
Material: steel, only large structures (see photo)
Required welding position: PA
Assembly part:-yes
Certificates: Not required
Salary: EUR 580 net (after all taxes) for 37.5 hours. work week.
Pay: afternoon shift 128%, night 135%, Saturday/overtime 175%, Sunday 200%.
Overtime: possible
Full-time work in 3 shifts
A company car is provided for going to work/living area/work about 10-30 km one way.
For a private car, the company refunds 0.23 EUR per kilometer
The living area is provided free of charge - one separate room in the house.
Dutch long-term employment contract.

Send CV to e-mail p.,- specified below.

Selection for the Dutch company is carried out by:

UAB Euro direction
Šiauliai, Lithuania
Mobile phone: +370 699 89947
Email: info@eurokryptis.lt
E-mail: eurokryptis@splius.lt
www.eurokryptis.lt
Requirements
is in the description
Reward
is in the description"
,http://www.darbasuzsienyje.org/darbas-vokietijoje/vokietija-darbas-logistikos-sandelyje-prie-uzsakymu-komplektavimo-1c444,"Nature of work
JOB DESCRIPTION:
Collection and assembly of goods using voice commands (household goods, hygiene products, fruit juices, etc.). Working with email wheelchair. Taking into account the employer's recommendations - age up to ~ 40 years.

SALARY:
* Salary paid on time (monthly);
* Avg. 1600-2500 EUR per month;
* Payment avg. from 13 - 15 Eur per hour;
* Social guarantees (when working with a German contract, length of service in Lithuania is calculated in the same way).

WORKING HOURS:
* Avg. 40-60 working hours per week;
* The possibility of additional work (overtime).

REQUIREMENTS:
* Age from 18 to 40 years;
* No experience required;
* Diligence, honesty, responsibility and motivation for work;
* The language is not required (the job requires knowledge of numbers in English, which can be easily learned).

ACCOMMODATION:
* Good living conditions (double rooms with WI-FI);
* Housing will be found and provided immediately upon arrival (you can also find housing on your own).

DEPARTURE:
* Nearest departures throughout the year (every week by appointment)
* We organize travel and trust.

DOCUMENTS:
* A bank account is opened (if necessary);

CONTACT INFORMATION:
+370 683 26708; +370 683 26709;
www.dirbkuzsienyje.lt
info@dirbkuzsienyje.lt

https://www.instagram.com/dirbkuzsienyje/
https://www.youtube.com/channel/UC_zuEBWrqK7EXIjUMIHC0vg/videos
https://www.facebook.com/Works in Holland, England, Germany/
Additional information
GUARANTEED EMPLOYMENT !! We are one of the oldest recruitment agencies in Lithuania - the company has been working for 15 years !!
We offer you well-paid jobs in warehouses in Germany.
www.dirbkuzsienyje.lt
Requirements
Diligence, honesty, responsibility, motivation for work
Reward
1800"
,http://www.darbasuzsienyje.org/darbas-vokietijoje/siulome-gerai-apmokama-darba-mechanikams-vokietijoje-15bd0,"Nature of work
We are looking for production technicians to work in Germany, in an aviation company
______________________________________________________________________________________
Job specifics:
• Work according to drawings (drawings in English).
• All types of adaptation, structural, repair (drilling, grinding, riveting, disassembly) and installation work.
• Working with screwed and riveted joints.
• Implementation of preparatory works according to drawings.
______________________________________________________________________________________
Salary:
Salary: EUR 13.00 - 16.00 per hour, depending on education and experience. Overtime: 19.50 - 24.00 EUR per hour, depending on education and experience.
Earnings per month: 2200 - 2800 EUR.
______________________________________________________________________________________
Accommodation:
Accommodation - live in single rooms, accommodation is absolutely FREE.
______________________________________________________________________________________
We guarantee you:
• Work in a foreign company.
• All documents required for work.
• Friendly international team.
• Motivating, timely salary.
• Accommodation near the workplace or free transport to work.
______________________________________________________________________________________
If you are interested, contact us by phone or e-mail.
www.darbera.lt
phone: +37064829708
e. Mr. info@darbera.lt
Requirements
• Training or retraining in the field of aviation, preferably as an aircraft mechanic.
• Good English or German.
• Professional experience in the aviation industry.
• Willingness to work in shifts, as well as night and weekend work at times.
Reward
2800"
